pppp-00.csv
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.58362406
0.75627303
0.7317385
0.8114766
0.6927663
0.8261958
0.8002936
0.69933045
0.74825925
0.7115551
0.7610432
0.7134425
0.8142506
0.6314888
0.80274916
0.81159425
0.7664774
0.745323
0.6461688
0.8287643
0.6297204
0.79352206
0.6942712
0.70253205
0.71412003
0.8953846
0.68630916
0.64362276
0.61395574
0.643547
0.6130863
0.9134093
0.72953695
0.63073206
0.60002625
0.6004404
0.68296516
0.70189893
0.65863144
1.067522
0.63572645
0.66512156
0.6447508
0.6539476
0.5598698
0.6167811
0.6617713
0.60364455
0.66459644
0.6786353
0.64867324
0.73072594
0.67798746
0.67171186
0.60577977
0.6465222
0.66422945
0.67527056
0.6607101
0.65456975
0.7303671
0.68321586
0.6263003
0.58967954
0.6533993
0.5614067
0.6324762
0.6611424
0.65722626
0.6762285
0.6443881
0.7316584
0.7793764
0.6947135
0.6818725
0.7052998
0.7055198
0.6500647
0.6726721
0.71693057
0.6615308
0.6498222
0.6247591
0.65857387
0.7711097
0.6817147
0.6975456
0.6419241
0.80717325
0.6127647
0.6856849
0.6909113
0.66271985
0.61583704
0.56705594
0.62511736
0.6251333
0.6821107
0.6332994
0.8021902
0.6092496
0.6434917
0.6889278
0.6933971
0.6906925
0.6458981
0.65430266
0.59527457
0.6262558
0.6415308
0.61372066
0.6062706
0.6640056
0.5804038
0.6157556
0.6706581
0.6558999
0.653595
0.71051913
0.65559787
0.7144195
0.6436768
0.66490775
0.6265722
0.6884471
0.6554822
0.6727758
0.64588255
0.6607441
0.5968066
0.62180346
0.633663
0.6181861
0.61904496
0.62131834
0.68707275
0.62526995
0.6351681
0.6300735
0.6565238
0.7545909
0.69444996
0.67604923
0.69244194
0.6925312
0.6847454
0.70368034
0.685265
0.6895399
0.68689376
0.6860738
0.6841311
0.77567095
0.6465491
0.7062431
0.6230218
0.67736965
0.64911133
0.67367524
0.6173011
0.640177
0.6849386
0.659748
0.6360329
0.645833
0.69457036
0.5945812
0.632245
0.66822815
0.67443347
0.65680176
0.6746982
0.6255731
0.6864251
0.67106557
0.69669974
0.6602155
0.66937965
0.5885198
0.6232907
0.67967474
0.63373876
0.7083588
0.6713832
0.62586313
0.643602
0.67300195
0.6743517
0.6983706
0.69981045
0.6600372
0.64802957
0.6530283
0.6965099
0.67310816
0.6755326
0.686128
0.6632608
0.7176014
0.6674121
0.66212285
0.64288723
0.6597148
0.6554669
0.6613458
0.6677806
0.7136255
0.67969745
0.6718371
0.6548827
0.67490536
0.63354987
0.6660251
0.73781717
0.6579282
0.65688753
0.66839
0.70917076
0.6580611
0.66482764
0.6642464
0.6709486
0.63073814
0.66645074
0.65198904
0.6422787
0.66215825
0.6434486
0.6657277
0.78974307
0.7152392
0.6558902
0.6662227
0.66679114
0.68287975
0.6787731
0.65224355
0.6551457
0.63919014
0.6785947
0.6566943
0.65591604
0.6688806
0.6582015
0.6568073
0.6635032
0.65877265
0.6666931
0.7418672
0.6714925
0.72658974
0.67323977
0.66889143
0.70712787
0.6465973
0.65483016
0.62090886
0.6793476
0.68084526
0.69022566
0.6397434
0.66553366
0.64791363
0.65782195
0.6832671
0.6703994
0.64525497
0.6554415
0.65833455
0.6847763
0.68931454
0.6667214
0.6732661
0.6323274
0.6388692
0.6526217
0.68759924
0.698305
0.6842013
0.716217
0.67326707
0.6856649
0.7316742
0.664962
0.6538792
0.6773741
0.65215755
0.6800493
0.6321066
0.6583886
0.6513731
0.64444375
0.64915997
0.6598726
0.654498
0.6550361
0.68777657
0.63715583
0.67120326
0.65382123
0.64315385
0.6523219
0.6731304
0.6733714
0.66825783
0.67298645
0.6895926
0.6606007
0.66400504
0.65391046
0.7084205
0.62291384
0.6765612
0.6958257
0.6699227
0.6951893
0.7226923
0.69573796
0.6917878
0.7249805
0.6849565
0.7172895
0.68297666
0.6825701
0.69052315
0.6758457
0.6862522
0.6826357
0.6683175
0.67008877
0.70457053
0.67453295
0.6667942
0.6544951
0.65001047
0.68733567
0.6881182
0.6946747
0.6763111
0.6716704
0.69557834
0.6381702
0.6508066
0.6163181
0.6327348
0.66670865
0.6509453
0.6426195
0.64640725
0.65514976
0.6470825
0.6891694
0.6898066
0.69884545
0.6791048
0.6701685
0.7000938
